"ID","优先级","层级","模块","标题","前置数据","GIVEN","WHEN","THEN","对应需求","建议自动化"
"AT-WAL-006","P0_BLOCKER","API","TOP_UP","付款方式与 receipt 组合唯一","FX-STAFF-L2; FX-CUSTOMER-A; FX-TOPUP-REFERENCE","GIVEN 已存在相同 paymentMethod 与 receiptNumber 的充值","WHEN 再次以不同幂等键提交同一组合","THEN 数据库和 API 拒绝重复 CAT 入账且余额不变；失败尝试有审计记录","M7-SPEC-§5; M9-SPEC-§5","API_DB_CONCURRENCY"
"AT-WAL-007","P0_HIGH","E2E","TOP_UP","充值凭证附件可选且私有","FX-STAFF-L2; FX-CUSTOMER-A","GIVEN 一次已创建充值","WHEN 客服选择不上传附件或上传受支持图片/PDF","THEN 不上传仍可完成充值；上传只保存私有对象引用、类型、大小、SHA-256 和操作人，授权下载可用","M7-SPEC-§6;§7; M9-SPEC-§5","E2E_DASHBOARD_API"
"AT-WAL-008","P0_BLOCKER","API","EXTERNAL_REFUND","渠道退款扣款不允许负数","FX-STAFF-L2; FX-WALLET-AVAILABLE-LOW","GIVEN 外部渠道退款已经线下完成且请求金额大于 availableMinor","WHEN 调用 createAdminExternalRefundDebit","THEN API 原子拒绝且 WalletEntry 不变；失败尝试有审计记录","M7-SPEC-§5;§8","API_CONCURRENCY_AUDIT"
"AT-WAL-009","P0_HIGH","API","EXTERNAL_REFUND","足额渠道退款登记为内部借记","FX-STAFF-L2; FX-WALLET-AVAILABLE-HIGH","GIVEN 外部渠道退款已完成且完整必填信息、金额不大于 availableMinor","WHEN 调用 createAdminExternalRefundDebit","THEN ExternalRefundDebit 与 DEBIT WalletEntry 同事务创建并即时降低余额，且记录审计变化","M7-SPEC-§5;§8;§9","API_DB_ASSERTION"
"AT-WAL-010","P0_BLOCKER","CONTRACT","WALLET","运行时资金合同只允许 CAT 内部钱包","FX-CONTRACTS","GIVEN 当前源码、OpenAPI、业务配置与客户端构建产物","WHEN 扫描 Provider 资金、绑定、充值 URL、Webhook、可配置汇率与非 CAT 账本入口","THEN 不存在可调用路径或配置；充值付款证据固定 USD，所有内部钱包与业务金额字段固定为 CAT subunits","M7-SPEC-§1;§11; M9-SPEC-§3;§8","STATIC_CONTRACT_GATE"
"AT-AUD-005","P0_BLOCKER","DB","AUDIT","成功业务变更与逐对象审计原子提交","FX-STAFF-L1; FX-CUSTOMER-A","GIVEN 一个会改变多个对象的合法写请求","WHEN 业务提交成功或审计写入被注入失败","THEN 成功时 AuditLog 与每个 AuditLogChange 同事务存在；审计失败时全部业务变化回滚","M7-SPEC-§9","DB_TRANSACTION_ASSERTION"
"AT-AUD-006","P0_BLOCKER","API","AUDIT","失败与权限拒绝也记录尝试","FX-STAFF-L1; FX-CUSTOMER-A","GIVEN 一个验证失败请求和一个无权限请求","WHEN API 处理这些非只读尝试","THEN 分别写入 FAILURE 与 REJECTED 审计结果、原因和 requestId，且敏感输入被脱敏","M7-SPEC-§9","API_AUDIT_ASSERTION"
"AT-AUD-007","P0_HIGH","WORKER","AUDIT","Bot、Webhook 与 Job 写操作可归因","FX-BOT-ACTOR; FX-WEBHOOK; FX-JOB-RETRY","GIVEN Bot 服务调用、Webhook 触发和重试 Job 各执行一次写操作","WHEN 操作成功、失败或被拒绝","THEN 审计记录包含可信 actorSource、triggerSource、jobId 或 interactionId、retryAttempt 和幂等键","M7-SPEC-§9","INTEGRATION_AUDIT"
"AT-AUD-008","P0_BLOCKER","API","AUDIT","全量写路由审计覆盖且记录不可变","FX-ROUTE-INVENTORY; FX-STAFF-L4","GIVEN 所有 Dashboard、Discord、Bot、Webhook 和 Job 非只读入口清单","WHEN 执行静态覆盖检查并尝试修改或删除审计头与明细","THEN 每个入口使用统一审计封套且数据库拒绝 UPDATE/DELETE；L4 也不能绕过","M7-SPEC-§9;§11","STATIC_DB_GATE"
"AT-TKN-001","P0_BLOCKER","CONTRACT","TOKEN_DISPLAY","CAT 展示就是唯一内部账本事实","FX-CONTRACTS","GIVEN 当前 OpenAPI、Prisma 与数据库迁移","WHEN 检查金额字段、currency 与持久化结构","THEN API 和数据库内部金额均为整数 CAT subunits，且不存在第二账本或可配置汇率表；USD 只存在于充值付款证据和结算辅助列","M8-SPEC-§2;§7; M9-SPEC-§3","STATIC_CONTRACT_GATE"
"AT-TKN-002","P0_BLOCKER","UNIT","TOKEN_DISPLAY","CAT subunit 覆盖最小金额","FX-WALLET-MINOR-VALUES","GIVEN canonical CAT amountMinor 为 1、10、100 和 10000","WHEN 客户金额格式化器按 10 subunits = 1 CAT 渲染","THEN 分别显示 0.1、1.0、10.0 和 1,000.0 CAT，且不使用浮点运算","M8-SPEC-§3;§6; M9-SPEC-§3","UNIT_AUTO"
"AT-TKN-003","P0_HIGH","CONFIG","TOKEN_DISPLAY","猫条名称与 CAT 符号固定","FX-WALLET-DISPLAY-CONFIG","GIVEN 固定 displayName=猫条、symbol=CAT、subunitsPerCat=10","WHEN Bot 启动并渲染客户钱包与消费","THEN 所有调用点使用固定猫条/CAT；任何旧展示名称、符号或比例配置均失败关闭","M8-SPEC-§3;§5; M9-SPEC-§3","CONFIG_UNIT_AUTO"
"AT-TKN-004","P0_BLOCKER","E2E","TOKEN_DISPLAY","客户钱包与消费只显示 CAT","FX-CUSTOMER-A; FX-WALLET-BALANCE","GIVEN 当前客户打开钱包、订单、礼物、消费、取消或系统内退款界面","WHEN Bot 返回私密客户消息","THEN 所有内部资金金额显示 CAT，不出现 USD、美元符号或并排换算；充值付款回执除外","M8-SPEC-§4; M9-SPEC-§3","E2E_DISCORD"
"AT-TKN-005","P0_BLOCKER","E2E","TOKEN_DISPLAY","员工和陪玩业务金额显示 CAT","FX-STAFF-L2; FX-PLAYER-A","GIVEN 员工查看钱包操作、目录、审批或结算且陪玩查看收益、返佣或周报","WHEN Dashboard 或 Bot 渲染金额","THEN 内部业务金额显示 CAT；结算可另列固定换算的人工 USD 支付辅助值，但不形成第二账本","M8-SPEC-§4; M9-SPEC-§3","E2E_DASHBOARD_DISCORD"
"AT-TKN-006","P0_HIGH","INTEGRATION","TOKEN_DISPLAY","USD 充值即时反映为 CAT","FX-STAFF-L2; FX-CUSTOMER-A","GIVEN 客服成功登记 USD 100 即 paidAmountUsdCents=10000","WHEN 客户刷新钱包","THEN CAT 账本只增加 10000 subunits 且客户界面显示增加 1,000.0 CAT，不产生第二笔代币流水","M8-SPEC-§2;§6; M9-SPEC-§3;§5","API_BOT_INTEGRATION"
"AT-TKN-007","P0_BLOCKER","CONFIG","TOKEN_DISPLAY","旧展示配置失败关闭","FX-INVALID-WALLET-DISPLAY-CONFIG","GIVEN 显式提供旧钱包名称、符号或比例配置","WHEN Bot 或生产环境校验启动配置","THEN 启动在登录前失败并指出钱包展示已固定为猫条/CAT，不能静默接受或形成第二单位","M8-SPEC-§5; M9-SPEC-§3","CONFIG_AUTO"
"AT-ONB-001","P0_BLOCKER","API_DB","ONBOARDING","Discord 玩家自助注册幂等","FX-NEW-DISCORD-MEMBER","GIVEN 未注册的 Guild 成员与已配置基础玩家角色","WHEN 点击注册为玩家按钮一次或重复点击","THEN 只创建一个 User、DiscordAccount 和 CAT WalletAccount，并保留可重试玩家角色任务","M9-SPEC-§4","API_DB_CONCURRENCY"
"AT-ONB-002","P0_BLOCKER","API_DB","ONBOARDING","玩家申请陪玩不丢失玩家身份","FX-REGISTERED-PLAYER","GIVEN 已注册玩家或新成员","WHEN 点击申请成为陪玩","THEN 保证基础玩家账户存在并只创建一个 PENDING_REVIEW PlayerProfile 与只追加审核事件","M9-SPEC-§4;§6","API_DB_ASSERTION"
"AT-ONB-003","P0_HIGH","BOT_API","ONBOARDING_CHANNEL_RECOVERY","玩家入口与订单频道可恢复","FX-ONBOARDING-CHANNEL;FX-ORDER-ACCEPTED-A","GIVEN 已配置玩家入口频道和私密订单分类","WHEN Bot 首次启动、重启、消息被删除后重启或客户点击开始找陪玩","THEN 常驻消息唯一；新订单频道拒绝客户管理频道并允许客服管理；活跃订单旧频道存在时回到原频道，旧频道不存在时用新私密频道原子替换频道与面板映射并恢复当前订单，订单状态和资金事实不变；失败清理临时频道并提供 request_id","M9-SPEC-§4;M9-US-09","BOT_API_INTEGRATION"
"AT-ONB-004","P0_BLOCKER","BOT_API","ROLE_SYNC","Discord 产品角色最终收敛","FX-PENDING-PRODUCT-ROLE-TASK","GIVEN 玩家、申请中陪玩或已批准陪玩角色首次写入 Discord 失败","WHEN Bot 启动执行角色补偿同步","THEN 根据 API 任务 ADD/REMOVE 角色并回写 APPLIED；失败保留错误与重试能力","M9-SPEC-§4;§6","BOT_API_INTEGRATION"
"AT-ONB-005","P0_BLOCKER","DASHBOARD_API","COMPANION_REVIEW","陪玩批准或拒绝可审计","FX-STAFF-L2; FX-PENDING-COMPANION","GIVEN 待审核陪玩申请","WHEN 有权限员工附理由批准或拒绝","THEN 状态迁移、审核事件和申请/正式陪玩角色任务一致且不取消其玩家身份","M9-SPEC-§6","E2E_DASHBOARD_DISCORD"
"AT-ONB-006","P0_HIGH","AUTH","ONBOARDING","Discord 按钮不信任客户端权限","FX-DISCORD-ACTOR-CONTEXT","GIVEN 客户端只提交 displayName","WHEN 调用注册或陪玩申请 API","THEN Guild、Discord User 和 interactionId 仅从受信 Actor Context 解析，Bot 不直连数据库","M9-SPEC-§4;§8","API_SECURITY"
"AT-WLT-011","P0_BLOCKER","API_DB","TOP_UP","USD cents 固定换算 CAT subunits","FX-STAFF-L2; FX-CUSTOMER-A","GIVEN paidAmountUsdCents=2550、paidCurrency=USD 与完整收款证据","WHEN 管理员登记充值","THEN 只追加一笔 creditedCatSubunits=2550 的 CAT CREDIT，界面显示 USD 25.50 与 255.0 猫条","M9-SPEC-§3;§5","API_DB_ASSERTION"
"AT-WLT-012","P0_BLOCKER","AUTH","TOP_UP","充值要求 L2 与近期验证","FX-STAFF-L1; FX-STAFF-L2","GIVEN 员工未达 L2 或近期 step-up 已过期","WHEN 提交充值","THEN API 拒绝且不产生 TopUp 或 WalletEntry；失败尝试进入审计","M9-SPEC-§5","API_SECURITY"
"AT-WLT-013","P0_BLOCKER","VALIDATION","TOP_UP","充值只接受 USD 和完整依据","FX-STAFF-L2","GIVEN 非 USD 币种、缺失 paymentMethod、receiptNumber、paidAt、note 或 reasonCode","WHEN 提交充值","THEN API 以验证错误拒绝，不允许 Dashboard 直接写 CAT 余额","M9-SPEC-§5","API_VALIDATION"
"AT-CAT-004","P0_BLOCKER","DB","WALLET","CAT 账本非负且资金事实只追加","FX-CAT-WALLET","GIVEN CAT WalletAccount、充值与消费事实","WHEN 尝试修改删除历史或使余额为负","THEN 数据库拒绝并要求以新的 CREDIT/DEBIT/冲正事实表达","M9-SPEC-§3;§7","DB_CONSTRAINT"
"AT-CAT-005","P0_BLOCKER","RELEASE","PROVIDER_RETIREMENT","运行时不依赖外部资金 Provider","FX-PRODUCTION-ENV","GIVEN Railway 生产配置仅含数据库、Discord、Dashboard、业务环境和 Pilot 配置","WHEN 校验并启动 Web/Bot/Worker","THEN 不要求 FUNDING_ADAPTER、Provider secret 或 sandbox provision，迁移与健康检查仍通过","M9-SPEC-§8;§9","STATIC_RUNTIME_GATE"
"AT-TAG-001","P0_HIGH","API_DB","BUSINESS_TAGS","标签代码稳定且只能停用","FX-STAFF-L3","GIVEN 有 catalog.manage 权限但近期 MFA step-up 已过期，且已有 GAME/SERVICE/REGION/LANGUAGE/GIFT_CATEGORY 标签","WHEN 新增标签、修改展示名、停用或尝试修改代码/删除","THEN 标签维护无需 MFA step-up 且保留 CSRF、幂等和审计；展示名和版本可追加更新；代码不可改、无 DELETE 路由、历史引用保留","M9-US-08;TAG-01","API_DB_ASSERTION"
"AT-TAG-002","P0_HIGH","DASHBOARD","SERVICE_PLAYER_TAGS","服务与陪玩只使用受控标签","FX-SERVICE-ACTIVE-V2;FX-STAFF-L3","GIVEN 标签库同时包含启用、停用和不同类型标签","WHEN 新建服务项目、批准陪玩或编辑已批准陪玩的支持范围","THEN 游戏、服务和语言以复选方式多选并回显既有选择；Dashboard 仅显示适用的启用选项；API 重验稳定 ID、类型与启用状态并以完整集合更新","M9-US-08;TAG-01","DASHBOARD_API"
"AT-TAG-003","P0_HIGH","DASHBOARD","GIFT_CATEGORY","礼物版本选择预定义分类","FX-GIFT-1999;FX-STAFF-L3","GIVEN 已启用礼物分类、现有礼物版本且员工近期 step-up 已过期","WHEN 创建礼物或编辑、启停现有礼物","THEN 不要求 MFA step-up；编辑表单回填当前名称、分类、价格、模板和状态；必须选择 GIFT_CATEGORY ID并创建替代版本；停用分类不能用于新版本","M9-US-08;TAG-01","DASHBOARD_API"
"AT-TAG-004","P0_HIGH","REGRESSION","HISTORY","停用标签不回写历史","FX-SERVICE-ACTIVE-V2;FX-GIFT-1999;FX-PLAYER-ACTIVE-AVAILABLE","GIVEN 历史对象已引用标签","WHEN 管理员停用标签","THEN 历史订单、服务版本、礼物版本和陪玩技能仍可读；仅阻止新引用","M9-US-08;TAG-01","API_DB_ASSERTION"
"AT-COMP-001","P0_HIGH","DASHBOARD_API_DB","PLAYER_COMPENSATION","个人项目分成优先并可编辑","FX-SERVICE-ACTIVE-V2;FX-PLAYER-ACTIVE-AVAILABLE;FX-STAFF-L3","GIVEN 项目默认分成为60%且陪玩没有覆盖","WHEN 运营打开陪玩项目分成、在可见项目列表编辑多个项目并点击提交","THEN 输入即时缓存为窗口草稿；确认窗口汇总全部项目的原分成、新分成与修改方式，只有点击确认并保存全部才调用原子批量 API；取消不写入，任一冲突或校验失败则整批不写入。列表不使用项目下拉框；客户单位价格20时陪玩每单位收益为12","M9-US-10;EAR-01","DASHBOARD_API_DB_ASSERTION"
"AT-COMP-002","P0_BLOCKER","API_DB","EARNING_SNAPSHOT","客户终选固化陪玩收益","FX-ORDER-PENDING-DISPATCH;FX-PLAYER-ELIGIBLE;FX-SERVICE-ACTIVE-V2","GIVEN 订单已固化客户价格与默认分成且入选陪玩存在个人规则","WHEN 客户原子终选后运营修改个人规则","THEN 订单参与明细的单位收益和总收益使用终选时个人规则并保持不变；收益不得超过客户价格","M9-US-10;M11-US-02;EAR-01","API_DB_INTEGRATION"
"AT-ARC-001","P0_HIGH","DASHBOARD_API","CATALOG_ARCHIVE","服务项目可归档删除且保留历史","FX-SERVICE-ACTIVE-V2;FX-ORDER-IN-SERVICE;FX-STAFF-L3","GIVEN 活动服务项目已被历史订单引用","WHEN 运营点击删除、确认原因并提交","THEN 服务项目归档且活动版本退役，不再出现在客户与后台默认目录；历史订单及价格收益快照不变，无 DELETE 路由","M9-US-11;CAT-03","DASHBOARD_API_DB"
"AT-ARC-002","P0_HIGH","DASHBOARD_API","GIFT_ARCHIVE","礼物可归档删除且保留历史","FX-GIFT-1999;FX-GIFT-REQUEST-1999;FX-STAFF-L3","GIVEN 礼物已被历史礼物请求引用","WHEN 运营点击删除、确认原因并提交","THEN 礼物实体归档且活动版本退役，不再出现在客户与后台默认目录；历史请求和金额快照不变，无 DELETE 路由","M9-US-11;CAT-03","DASHBOARD_API_DB"
"AT-DSP-011","P0_BLOCKER","API_WORKER","SELECTION_POOL_START","客户开始真实候选池招募","FX-ORDER-DRAFT-A;FX-PLAYER-ELIGIBLE","GIVEN 客户余额充足且订单已提交","WHEN 客户点击开始招募","THEN 原订单保持唯一预留；API 创建无截止时间的 COLLECTING 候选池且不创建定时关闭任务，Worker 发布可报名卡片","M9-US-13;M11-US-05;ORD-03","API_DB_WORKER"
"AT-DSP-012","P0_HIGH","WORKER_RECOVERY","SELECTION_POOL_LEGACY_CLOSE","旧截止任务不得结束当前招募","FX-ORDER-PENDING-DISPATCH;FX-RESERVATION-ORDER-PENDING","GIVEN 迁移前遗留的候选池截止任务到期","WHEN Worker 执行、重试或重启恢复该旧任务","THEN 任务安全完成或失效但候选池保持 COLLECTING，订单与原资金预留不变；系统不创建下一轮","M9-US-13;M11-US-05;FUND-02","WORKER_DB_INTEGRATION"
"AT-DSP-013","P0_HIGH","API","SELECTION_APPLICATION_VIEW","客户可恢复查看完整报名池","FX-ORDER-PENDING-DISPATCH;FX-PLAYER-POOL","GIVEN 当前订单候选池含多名有效报名者","WHEN 客户刷新或 Bot 重启后读取报名列表","THEN API 按订单所有权返回稳定分页的报名者公开资料与 requirementId；不返回内部排名或审核原因；旧优先陪玩入口不存在","M9-US-14;M11-US-02;ORD-03","API_DB_UNIT"
"AT-DSP-014","P0_BLOCKER","API_DB","CUSTOMER_FINAL_SELECTION","客户选择而非系统自动决定入选者","FX-ORDER-PENDING-DISPATCH;FX-PLAYER-POOL","GIVEN 候选池有普通报名者且不存在优先独占轮次","WHEN 客户提交多个入选者","THEN API 原子复核并创建正式参与明细；不按报名先后自动选择、不自动回退；任一人冲突时整次零写入且不重复资金预留","M9-US-14;M11-US-02;ORD-03","API_DB_TRANSACTION"
"AT-DSP-015","P0_BLOCKER","WORKER","SELECTION_MANUAL_GATE","客户手动控制本轮招募","FX-ORDER-PENDING-DISPATCH;FX-RESERVATION-ORDER-PENDING","GIVEN 客户创建无时限候选池","WHEN 时间流逝或客户手动终止本轮","THEN 时间流逝不改变状态；仅客户终止把当前池迁移到 SELECTION，且不取消订单或释放预留；旧 auto_dispatch_enabled 与旧截止任务不再决定业务流程","M9-US-15;M11-US-05;ORD-03","WORKER_DB_INTEGRATION"
"AT-DSP-016","P0_HIGH","BOT_API","CUSTOMER_STOPPED","客户可手动终止候选池","FX-ORDER-PENDING-DISPATCH;FX-USER-CUSTOMER-A","GIVEN 候选池仍为 COLLECTING","WHEN 订单所有者终止招募或其他用户尝试终止","THEN API 不接收客户端关闭原因；所有者请求幂等进入 SELECTION 并记录 CUSTOMER_STOPPED；其他用户被拒绝；不创建新预留、不自动选择陪玩并写入审计事件","M9-US-15;M11-US-05;AUD-02","BOT_API_DB"
"AT-DSP-017","P0_HIGH","WORKER_DISCORD","STAFF_SELECTION_NOTICE","选秀开始通知客服而不由客服派单","FX-ORDER-PENDING-DISPATCH;FX-STAFF-L2;FX-PLAYER-POOL","GIVEN 客户候选池进入 SELECTION","WHEN Worker 同步客服频道","THEN 只发送一次包含订单、候选数和语音链接的任务通知；客服可加入协助但没有代替客户自动终选动作","M9-US-16;M11-US-03;ORD-03","WORKER_DISCORD_RECOVERY"
"AT-DSP-018","P0_HIGH","API_SECURITY","STAFF_SELECTION_RBAC","Discord 客服 Role 不扩大业务 API 权限","FX-ORDER-PENDING-DISPATCH;FX-STAFF-L1;FX-STAFF-L2","GIVEN 选秀订单与客服语音权限存在","WHEN L1 或 L2 进入语音并尝试客户终选接口","THEN Discord Role 仅提供频道访问；API 仍按可信 Actor Context 与订单所有权拒绝代选；访问与通知可审计","M9-US-16;M11-US-03;AUD-02","API_RBAC"
"AT-DSP-019","P0_HIGH","WORKER_DISCORD","SELECTION_VOICE_COORDINATION","选秀开始创建不限人数私密语音房","FX-SELECTION-POOL-WITH-NINE-APPLICATIONS;FX-STAFF-L1;FX-STAFF-L2","GIVEN 候选池进入 SELECTION 且包含全部有效报名者","WHEN Worker 消费选秀频道同步任务","THEN 创建或恢复一个 user_limit=0 的订单语音频道并写入 voice_channel_id；客户、全部有效报名者及配置的 L1-L4 Role 可见可连接，客服 Role 可管理","M9-US-17;M11-US-03;ORD-03","WORKER_DISCORD_DB"
"AT-DSP-020","P0_HIGH","WORKER_DISCORD","SELECTION_PARTY_NOTIFICATIONS","选秀开始通知客户与客服并在终选后切换正式服务房","FX-SELECTION-POOL-WITH-NINE-APPLICATIONS;FX-STAFF-L2","GIVEN 私密选秀语音房已创建或恢复","WHEN Worker 完成选秀开始与最终结果同步","THEN 终选后创建仅客户、入选陪玩和客服可见的 Service 房，先移动客户再移动入选陪玩；客户 Ticket 提供服务房链接，客服协调卡同时保留选秀协调入口和服务房入口；未入选者收到本人结果并被撤销权限；Outbox 重试和 Worker 重启不重复消息","M9-US-17;M11-US-03;AUD-02","WORKER_DISCORD"
"AT-PRJ-001","P0_BLOCKER","API_DB_WORKER","ORDER_PANEL_TRANSACTIONAL_SYNC","订单事实和面板同步原子提交","FX-ORDER-PENDING-DISPATCH;FX-ORDER-IN-SERVICE","GIVEN 任一生产事务改变订单状态、版本、自动化状态或陪玩归属","WHEN 事务成功提交或回滚","THEN 成功时同事务存在唯一幂等 PANEL_SYNC，失败时订单事实与任务均不写入；Worker 重试后原消息收敛到数据库最新版本","M9-US-18;ORD-03;AUD-02","API_DB_WORKER_INTEGRATION"
"AT-PRJ-002","P0_HIGH","WORKER_DISCORD","ORDER_PANEL_STALE_CONTENT_REMOVAL","同步不残留旧卡片和失效按钮","FX-ORDER-PENDING-DISPATCH;FX-ORDER-COMPLETED-10000;FX-DISCORD-PANEL-DELETED","GIVEN Discord 原消息为 Components V2 或含旧版本组件，且订单可包含多个独立陪玩席位","WHEN Worker 执行 PANEL_SYNC","THEN PATCH 使用 IsComponentsV2 与 V2 Container/Text Display，不混入 legacy content/embed；显示当前状态、版本和已到位/总席位，为所有 ACTIVE 陪玩同步频道权限；待派订单保留刷新、取消、客服入口，终态不显示提交或完成按钮","M9-US-18;AT-REC-003","WORKER_DISCORD_RECOVERY"
"AT-TRN-003","P0_BLOCKER","API_DB_WORKER_DISCORD","TERMINAL_CHANNEL_CLEANUP","终态订单完整回填后才删除相关频道","FX-ORDER-COMPLETED-10000;FX-ORDER-CANCELLED;FX-DISCORD-ORDER-CHANNEL","GIVEN 订单进入 COMPLETED 或 CANCELLED 且到达 0–60 分钟配置保留期（默认 60）","WHEN CHANNEL_ARCHIVE Worker 处理订单文字频道","THEN 先锁定文字频道为只读，再分页读取并将每条仍可见消息以稳定 CREATED 事件幂等追加 transcript；任一读取或落库失败时不删除频道；全部成功后先删除选秀与服务语音频道，最后删除文字频道；Discord 404 和任务重试收敛","M9-US-12;M9-US-19;ORD-03;AUD-02","API_DB_WORKER_DISCORD_RECOVERY"
"AT-TRN-004","P0_HIGH","WORKER_DB","TERMINAL_CHANNEL_RECONCILIATION","周期扫描恢复漏建任务和历史僵尸频道","FX-ORDER-COMPLETED-10000;FX-ORDER-CANCELLED","GIVEN 终态订单仍保存文字或语音频道 ID 且没有待处理或已完成 CHANNEL_ARCHIVE","WHEN Worker 启动或周期扫描到已过保留期订单","THEN 按订单版本只补建一条幂等清理任务；非终态、未到期和已存在任务均不重复入队；失败任务保留供获授权入口重试","M9-US-19;AUD-02","WORKER_DB_RECOVERY"
"AT-MULTI-001","P0_BLOCKER","DASHBOARD_API_DB","ORDER_PARTICIPANTS","订单支持不限数量且项目不同的陪玩并显示分成来源","FX-ORDER-ACCEPTED-A;FX-STAFF-L1;FX-STAFF-L2;FX-NINE-ELIGIBLE-PLAYERS","GIVEN L1 已认领该订单任务或 L2 处于同 Guild，九名陪玩分别绑定技术陪玩或娱乐陪玩项目，项目默认分成 60% 且部分陪玩有个人覆盖","WHEN 客服逐项添加九名陪玩并分页查看","THEN 九条有效明细均存在且分别显示服务目录版本、游戏/服务/地区快照、计费数量、逐人价格、分成规则、来源和预计收益；无个人规则者标记项目默认；不存在四人或其他业务人数上限","M10-US-03;ORD-04;EAR-02","DASHBOARD_API_DB"
"AT-MULTI-002","P0_BLOCKER","API_DB","DERIVED_TOTAL_RESERVATION","逐人改价派生总价并原子重平衡预留","FX-ORDER-IN-SERVICE;FX-CAT-WALLET;FX-STAFF-L1","GIVEN 未捕获订单有多条有效陪玩明细及活动预留","WHEN 客服新增、移除或修改一条明细价格","THEN API 以有效明细价格之和更新订单总价并追加增加或释放预留事件；请求体无总价写入字段；余额不足或版本冲突时订单、明细和预留全部不变","M10-US-03;M10-US-04;FUND-06","API_DB_CONCURRENCY"
"AT-MULTI-003","P0_BLOCKER","API_BOT","ALL_PLAYER_READINESS","客户无需就绪且所有有效陪玩均需就绪","FX-ORDER-ACCEPTED-A;FX-NINE-ELIGIBLE-PLAYERS","GIVEN 订单有九名有效陪玩且客户没有 readiness 动作","WHEN 陪玩分别提交本人就绪","THEN 前八人就绪不开始服务，第九人就绪后才进入 IN_SERVICE；服务中新增陪玩不倒退状态但其未就绪时禁止最终捕获","M10-US-04;READY-02","API_BOT_STATE_MACHINE"
"AT-MULTI-004","P0_BLOCKER","API_DB","MULTI_PLAYER_CAPTURE","确认完成生成逐人收益并锁定明细","FX-ORDER-PENDING-CONFIRMATION;FX-NINE-READY-PLAYERS;FX-RESERVATION-ORDER-ACTIVE","GIVEN 客户看到最新逐人价格、分成来源和派生总价且全部有效陪玩已就绪","WHEN 客户确认完成并捕获订单预留","THEN 捕获金额等于最新派生总价并为九名陪玩各创建一条按其快照计算的收益；之后任何增删改价请求均被拒绝且历史事实不变","M10-US-04;EAR-02;FUND-06","API_DB_TRANSACTION"
"AT-MULTI-005","P0_BLOCKER","BOT_API_DB","MULTI_RECIPIENT_GIFT","礼物按多选订单陪玩人数原子计价","FX-ORDER-IN-SERVICE;FX-GIFT-1999;FX-NINE-READY-PLAYERS","GIVEN 客户从可分页订单陪玩列表选择九条有效 participantId","WHEN 提交一次送礼请求","THEN API 去重并从订单明细推导九名接收人，原子预留礼物单价乘九并创建九条独立礼物事实；不接受 receiverId；任一明细失效、余额不足或版本冲突时零写入","M10-US-05;GIFT-02;FUND-06","BOT_API_DB_CONCURRENCY"
"AT-MULTI-006","P0_BLOCKER","BOT_API_DB","MULTI_PROJECT_REQUIREMENTS","Discord 草稿支持多个独立项目需求","FX-USER-CUSTOMER-A;FX-CAT-WALLET;FX-NINE-SERVICE-PROJECTS","GIVEN 客户有本人 DRAFT 即时订单和九个有效服务项目","WHEN 在 Discord 逐条添加不同项目、计费数量和所需人数并分页修改或移除","THEN OrderRequirement 与实际陪玩身份分离并固化目录快照；服务端派生各行及总报价；空清单、失效目录、陈旧版本和客户端金额字段均被拒绝且可恢复","M10-US-07;ORD-04;FUND-06","BOT_API_DB"
"AT-MULTI-007","P0_BLOCKER","API_DB","REQUIREMENT_SLOT_SELECTION","陪玩按项目需求报名且客户原子终选","FX-ORDER-PENDING-DISPATCH;FX-NINE-ELIGIBLE-PLAYERS","GIVEN 已提交订单含技术陪玩一位和娱乐陪玩两位等独立需求名额","WHEN 合格陪玩分别或并发报名指定 requirementId，随后客户选择满足各名额的人选","THEN 报名阶段可多人进入同一需求候选池且不生成参与明细；终选事务按需求容量原子创建参与明细与个人分成快照；部分选满保留已选人且全部名额填满前不进入 ACCEPTED","M10-US-07;M11-US-02;ORD-04;DISP-01","API_DB_TRANSACTION_CONCURRENCY"
"AT-MULTI-008","P0_BLOCKER","BOT_API_DB","SERVICE_PACKAGE_ATOMIC_EXPANSION","套餐原子展开为独立可编辑席位","FX-ORDER-DRAFT-A;FX-PACKAGE-DELTA-ESCORT;FX-TECH-CATALOG-A","GIVEN 三角洲护航启用套餐版本含两个技术陪玩默认槽位且客户有本人草稿","WHEN 客户预览并应用套餐","THEN API 在单事务移除旧需求并生成两条 requestedPlayerCount=1 且关联不同 sourcePackageSlotId 的需求；订单记录 PACKAGE_DEFAULT 和套餐版本；报价由 API 派生，任一目录失效或并发冲突时零变更","M10-US-08;ORD-04;FUND-06","BOT_API_DB_TRANSACTION"
"AT-MULTI-009","P0_BLOCKER","BOT_API_DB","SERVICE_PACKAGE_CUSTOMIZATION","单独修改套餐席位并重新报价","FX-ORDER-PACKAGE-DEFAULT;FX-FUN-CATALOG-A","GIVEN 三角洲护航草稿含两个独立技术陪玩席位并显示默认套餐价","WHEN 客户把第二席位改为娱乐陪玩并填写技术要求不高且会聊天","THEN 第一席位保持不变，第二席位使用娱乐项目快照，订单切换 CUSTOMIZED，API 按最终有效需求重新报价；刷新或 Bot 重启后构成、来源和备注可恢复","M10-US-08;ORD-04;AUD-02","BOT_API_DB_RECOVERY"
