"item_id","item_type","milestone","epic_id","title","user_value","scope","dependencies","owner_type","estimate_person_days","acceptance_criteria","definition_of_done","master_spec_sections","api_operation_ids","critical_path","parallel_track","scope_exclusions","requirement_ids","delivery_status","target_release","evidence_refs","test_refs"
"M18-US-05","USER_STORY","M18","EP-M18","派单、报名与试音匹配体验升级","陪玩和老板通过主题横幅、数字 Reaction 与清晰报名名单完成招募和试音匹配。","升级通用/游戏派单横幅、报名卡、1–9 Reaction 说明、静默 mention、终止招募、试音房、分页确认与未匹配反馈。","M18-US-04","bot_selection_experience","3-4","用户可见无选秀；派单密度约 85；单游戏选择对应横幅；Reaction 增删语义明确；报名与名单更新不刷屏。","选择流程专项、横幅映射、禁词、幂等、重启恢复与 Bot 门禁通过；真实 Guild 三角色/双宽度 UAT 集中归 M18-US-08。","主规格 M18 补充","createOrderSelectionPool;closeOrderSelectionPool;finalizeOrderSelectionPool;observeOrderSelectionReaction","yes","dispatch_trial_matching","不改变报名资格、候选池状态、正式参与人或资金语义。","EXP-01;EXP-02;EXP-03;EXP-04","DONE","P0","BOT:m18-trial-matching","AT-EXP-001;AT-EXP-002;AT-EXP-003;AT-EXP-004"
"M18-US-06","USER_STORY","M18","EP-M18","就绪、服务与完成里程碑升级","老板与陪玩清楚知道哪位陪玩尚未就绪、何时开始服务以及完成后的结果。","升级全体有效陪玩就绪名单、服务开始、服务中求助、完成确认、逐人价格与收益预览及感谢反馈的层级和里程碑表现。","M18-US-05","bot_service_experience","2-3","客户无 readiness 动作；ACCEPTED 逐人展示 API readiness；仅 API 返回 IN_SERVICE 后显示服务开始；确认前逐人金额与分成来源可读；完成结果不与预计收益混淆。","多陪玩状态矩阵、资金展示、消息原位更新、Bot 回归通过；真实 Guild 三角色/双宽度 UAT 集中归 M18-US-08。","主规格 M18 补充","setOrderReadiness;confirmOrder","yes","service_lifecycle","不恢复客户 readiness，不由客户端推导状态、金额、捕获或收益事实。","EXP-02;EXP-03;EXP-04","DONE","P0","BOT:m18-service-lifecycle","AT-EXP-002;AT-EXP-003;AT-EXP-004"
"M18-US-07","USER_STORY","M18","EP-M18","礼物、取消、客服与错误体验升级","高情绪与高风险节点既有人情味又不损害业务确定性。","升级礼物请求/批准/拒绝、老板取消、流单、客服求助、支持评分和标准错误的文案与层级。","M18-US-06","bot_support_experience","2-3","礼物和成功可庆祝；取消、资金、权限、冲突与内部异常低密度且显示确定性、下一步和 request_id；只有 API 返回 CANCELLED 才显示取消终态并允许流单图。","礼物/取消/客服/错误专项、幂等、资金回归与 Bot 门禁通过；真实 Guild 三角色/双宽度 UAT 集中归 M18-US-08。","主规格 M18 补充","createOrderGiftRequest;approveGiftRequest;rejectGiftRequest;previewOrderCancellation;cancelOrder;createOrderSupportRating","yes","support_risk_copy","不弱化写入不确定性、不泄露内部错误、返佣或敏感信息；礼物拒绝不得渲染成功或广播。","EXP-02;EXP-04;EXP-05","DONE","P0","BOT:m18-support-errors","AT-EXP-002;AT-EXP-004;AT-EXP-005"
"M18-US-08","USER_STORY","M18","EP-M18","全量回归与真实 Guild 视觉 UAT","老板、陪玩、客服和 QA 可在真实 Discord 复核品牌感、扫读性和业务准确性。","运行 Bot/全仓门禁；桌面与手机验证欢迎、下单、派单、试音匹配、就绪、完成、礼物、取消、错误及重启恢复。","M18-US-07","qa_product_design_release","2-3","三种角色视角、两种宽度、图片裁切、按钮换行、静默 mention、Reaction 增删和消息幂等均有可复核证据。","自动化、验收矩阵、TODO、原创资产清单与具名真实 Guild UAT 一致；缺外部签署不声称发布完成。","主规格 M18 补充","none","yes","discord_visual_release","不以截图代替状态、资金、安全和幂等自动化；不伪造外部 UAT。","EXP-01;EXP-02;EXP-03;EXP-04;EXP-05","IN_PROGRESS","P0","GATE:m18","AT-EXP-001;AT-EXP-002;AT-EXP-003;AT-EXP-004;AT-EXP-005"
"EP-M19","EPIC","M19","EP-M19","跨角色状态一致性与实时刷新","客户、陪玩和客服在每次业务变化后都及时看到与其职责相关的同一最新事实。","审计订单及相关业务状态、Outbox、Discord 客户/陪玩/客服投影、客服工作台刷新、时效与可观测性。","M18-US-07","product_tech_lead","10-15 (aggregate; do not sum with children)","每个状态转换有明确消费者；客户无 readiness；客服逐人状态及时刷新；展示失败可恢复且不重复业务写入。","五个 M19 Story 合同、实现、专项测试、全量回归和真实 Guild 多角色证据一致。","主规格 M19 补充","none","yes","cross_role_state_consistency","不改变资金语义、权限矩阵、Actor Context 或由客户端推导业务状态。","STATE-01;STATE-02;STATE-03;STATE-04;STATE-05","IN_PROGRESS","P0","FLOW:m19-cross-role-state","AT-STATE-001;AT-STATE-002;AT-STATE-003;AT-STATE-004;AT-STATE-005"
"M19-US-01","USER_STORY","M19","EP-M19","跨角色状态与刷新合同","产品、开发和 QA 对每个状态的受影响角色、投影、时效和恢复方式形成一致合同。","统一 readiness 权威规则；建立订单与非订单消费者矩阵；同步主规格、backlog、交互、验收、TODO 和镜像。","M18-US-07","product_architecture","1-2","覆盖九类订单状态及客户、陪玩、客服协同卡、客服工作台；明确 Outbox 原子性、原位更新和 Dashboard 重取。","合同 RED/GREEN、镜像、CSV 与证据通过；不声称运行时已全部修复。","主规格 M19 补充","none","yes","contracts","不写运行时代码，不改变状态、资金或权限语义。","STATE-01;STATE-02","DONE","P0","CONTRACT:m19","AT-STATE-001;AT-STATE-002"
"M19-US-02","USER_STORY","M19","EP-M19","招募与试音跨角色刷新","开始招募、报名、撤回、终止和正式确认后，公开卡、客户和客服看到同一轮最新事实。","逐写路径核对并补齐 PANEL_SYNC、公开报名卡、客户名单、客服已有任务/详情与权限恢复。","M19-US-01","api_bot_worker","2-3","报名身份、项目缺口、池状态和正式阵容在所有相关消费者收敛；重试/重启不重复卡片或业务事实。","招募状态矩阵、Outbox 原子性、Discord 幂等和客服投影测试通过。","主规格 M19 补充","createOrderSelectionPool;observeOrderSelectionReaction;closeOrderSelectionPool;finalizeOrderSelectionPool","yes","recruitment_state_sync","不改变报名资格、公开身份边界、人数上限或选择原子性。","STATE-02;STATE-03","DONE","P0","FLOW:m19-recruitment","AT-STATE-001;AT-STATE-002;AT-STATE-004"
"M19-US-03","USER_STORY","M19","EP-M19","就绪、服务与完成跨角色刷新","陪玩逐个确认及服务里程碑后，老板、陪玩和客服无需猜测当前进度。","修复 ACCEPTED 客服协同卡原位更新；逐人 readiness/截止/超时投影；客服工作台参与人事实；服务开始、完成和资金结果同步。","M19-US-02","api_bot_dashboard","3-4","客户无 readiness；部分陪玩确认即更新客服卡；超时只列未确认陪玩；工作台不再展示客户未就绪。","Worker、API、Dashboard、超时文案、状态转换与重启回归通过。","主规格 M19 补充","setOrderReadiness;requestOrderCompletion;confirmOrder;getAdminOrder","yes","service_state_sync","不恢复客户 readiness，不由展示层推导开始、捕获或收益。","STATE-01;STATE-03;STATE-04","DONE","P0","FLOW:m19-service","AT-STATE-001;AT-STATE-002;AT-STATE-003;AT-STATE-004"
"M19-US-04","USER_STORY","M19","EP-M19","客服任务与高风险业务刷新","客服队列、订单详情和客户/陪玩反馈在取消、异常、礼物、退款及任务变化后及时一致。","审计任务创建/认领/首响/升级/结案、取消辅助/终态、礼物、退款与 Adjustment 的消费者和 Dashboard 查询失效。","M19-US-03","api_dashboard_bot","2-3","客服无需手动来回切页才能看到本人和全局队列变化；高风险终态与资金只显示可信 API 结果。","客服状态矩阵、竞态、权限、资金、Dashboard 重取及错误恢复测试通过。","主规格 M19 补充","claimStaffTask;createOrderStaffTask;cancelOrder;approveGiftRequest;rejectGiftRequest;refundOrder","yes","support_risk_state_sync","不弱化 L1 scope、审批、资金原子性或追加记录边界。","STATE-03;STATE-04;STATE-05","DONE","P0","FLOW:m19-support-risk","AT-STATE-002;AT-STATE-003;AT-STATE-005"
"M19-US-05","USER_STORY","M19","EP-M19","全业务回归、时效监控与真实 Guild UAT","团队可证明状态传播不仅正确，而且及时、低噪声、可恢复。","运行全仓门禁；增加消费者覆盖与收敛告警；真实 Guild 验证客户、陪玩、客服和 Dashboard 的招募、就绪、完成、取消及异常恢复。","M19-US-04","qa_sre_product","2-3","正常投影目标 5 秒内收敛；30 秒异常可告警；三角色与客服工作台状态一致；重启和消息丢失可恢复。","自动化、可观测性证据、TODO 与具名真实 Guild UAT 一致；缺外部签署不声称完成。","主规格 M19 补充","none","yes","state_consistency_release","不以截图替代事务、幂等、权限或资金测试；不伪造外部 UAT。","STATE-01;STATE-02;STATE-03;STATE-04;STATE-05","IN_PROGRESS","P0","GATE:m19","AT-STATE-001;AT-STATE-002;AT-STATE-003;AT-STATE-004;AT-STATE-005"
"EP-M20","EPIC","M20","EP-M20","Discord 动作清晰度与控件收敛","老板、陪玩与客服在每个页面都能立即理解自己能做什么，并始终找到安全退出或求助入口。","统一状态×角色动作合同、可信 availableActions、按钮词库、组件布局、分页、旧 renderer 与全量代码审查缺陷收敛。","M19-US-04","product_tech_lead","27-41 (aggregate; do not sum with children)","非终态客户订单取消入口完整；跨角色写按钮分离；一屏一个主动作；首次使用标签无歧义；Bot 审查阻断与可靠性问题闭环。","十五个 M20 Story 合同、实现、表驱动测试、全量回归与真实 Guild 证据一致。","主规格 M20 补充;Discord Bot 代码审查修复计划","none","yes","discord_action_clarity","不改变目录、金额、资金、状态机或权限语义；展示层不推导 availableActions。","ACT-01;ACT-02;ACT-03;ACT-04;BOT-REV-01;BOT-REV-02;BOT-REV-03;BOT-REV-04;BOT-REV-05","IN_PROGRESS","P0","FLOW:m20-action-clarity","AT-ACT-001;AT-ACT-002;AT-ACT-003;AT-ACT-004;AT-BOT-REV-001;AT-BOT-REV-002;AT-BOT-REV-003;AT-BOT-REV-004;AT-BOT-REV-005"
"M20-US-01","USER_STORY","M20","EP-M20","状态、角色、文案与布局合同","产品、开发和 QA 对每个状态及角色的可见动作和首次使用语言形成一致合同。","建立 Discord 动作与按钮矩阵；同步主规格、backlog、交互、验收、TODO 和镜像。","M19-US-04","product_architecture","1-2","覆盖九类订单状态、客户/陪玩/客服视图、取消边界、统一词库、一主动作和每行三按钮规则。","合同 RED/GREEN、镜像、CSV 与证据通过；不声称运行时已修复。","主规格 M20 补充","none","yes","contracts","不写运行时代码，不改变状态、资金或权限。","ACT-01;ACT-02","DONE","P0","CONTRACT:m20","AT-ACT-001;AT-ACT-002"
"M20-US-02","USER_STORY","M20","EP-M20","可信可用动作与取消能力","各端只展示统一 API 对当前 Actor 和订单确认可用的动作。","新增 availableActions 动作视图模型；补齐所有客户非终态的取消预览/申请能力和角色分离。","M20-US-01","api_domain","2-3","客户、陪玩、客服获得各自可信动作；EXCEPTION 可创建或复用取消客服任务；终态不返回取消。","OpenAPI、API 状态/权限/资金、Bot client 与表驱动合同测试通过。","主规格 M20 补充","getOrder;previewOrderCancellation;cancelOrder;createOrderStaffTask","yes","trusted_actions","不由客户端计算动作；不弱化 Actor Context、并发或资金原子性。","ACT-01;ACT-03","DONE","P0","API:m20-available-actions","AT-ACT-001;AT-ACT-003"
"M20-US-03","USER_STORY","M20","EP-M20","Discord 全流程按钮与角色视图收敛","首次使用的老板、陪玩和客服能在所有主要流程里看懂并完成下一步。","收敛四步下单、常驻订单、招募试音、生命周期、服务中心、工作台、分页和错误恢复 renderer。","M20-US-02","bot_worker","3-4","取消从下单第一步到所有非终态可达；陪玩动作移出老板卡；统一标签与布局；分页双向。","组件、路由、角色、旧版本冲突、Worker 原位更新和 Bot 质量测试通过。","主规格 M20 补充","getOrder;previewOrderCancellation;cancelOrder","yes","discord_actions","不修改业务资格、状态或资金结果；不在 Discord handler 复制 API 规则。","ACT-01;ACT-02;ACT-03;ACT-04","DONE","P0","BOT:m20-action-renderers","AT-ACT-001;AT-ACT-002;AT-ACT-003;AT-ACT-004"
"M20-US-04","USER_STORY","M20","EP-M20","旧 renderer 清理、全量回归与真实 Guild UAT","团队可证明生产界面没有遗漏按钮、死路由或跨角色误操作。","移除或隔离无生产调用的旧 renderer；运行全仓门禁；真实 Guild 覆盖老板、陪玩、客服、手机与桌面。","M20-US-03","qa_product_release","1-2","全部生产 action renderer 受统一矩阵约束；无死 custom ID；真实流程首次使用可理解。","自动化、TODO、证据与具名 UAT 一致；缺外部签署不声称发布完成。","主规格 M20 补充","none","yes","action_release","不以源码扫描或截图替代真实 handler、API 权限和资金测试。","ACT-02;ACT-04","IN_PROGRESS","P0","GATE:m20","AT-ACT-001;AT-ACT-002;AT-ACT-003;AT-ACT-004"
"M20-US-05","USER_STORY","M20","EP-M20","Discord Bot 审查修复合同与计划","产品、开发和 QA 对审查问题、修复顺序和礼物接收人语义形成一致合同。","新增详细修复计划；统一多参与人礼物合同、交互、验收、TODO 与镜像。","M20-US-04","product_architecture","1-2","九个修复 Story 顺序、验收、RED/GREEN 和提交边界明确；只允许订单内 participantIds，不接受 receiverId。","合同专项、M10/M20 合同回归、镜像和证据通过；不声称运行时代码已修复。","Discord Bot 代码审查修复计划","none","yes","contracts","不修改 API/Dashboard 运行时，不改变资金与权限语义。","GIFT-02;ACT-03;ACT-04","DONE","P0","CONTRACT:m20-bot-review","AT-MULTI-005;AT-BOT-REV-005"
"M20-US-06","USER_STORY","M20","EP-M20","礼物确认组件协议修复","客户从订单选择一个或多个有效陪玩后可确认、刷新余额或返回，且确认前零写入。","统一礼物 renderer 与 handler 的 selected participant 组件协议并补真实 handler 测试。","M20-US-05","bot","1-2","confirm/refresh/back 从真实 Discord JSON 恢复 participantIds；无收件人时明确零写入；多页选择不丢失。","礼物 handler 专项、路由可达性、资金零写入与 Bot 门禁通过。","Discord Bot 代码审查修复计划 §M20-US-06","checkGiftAffordability;createOrderGiftRequest","yes","gift_components","不接受 receiverId，不在 Bot 计算金额或资格。","GIFT-02;FUND-06","DONE","P0","BOT:m20-gift-components","AT-MULTI-005;AT-BOT-REV-004"
"M20-US-07","USER_STORY","M20","EP-M20","过期就绪动作零写入恢复","陪玩点击旧按钮时看到最新订单并重新确认，不把旧意图写到新版本。","删除 readiness CONFLICT 后的自动写重放；只回读并刷新可信 availableActions。","M20-US-06","bot","1","旧版本只调用一次写 API；冲突后 getOrder 并原位刷新；保留 request_id。","生命周期专项、角色/版本表驱动和 Bot 门禁通过。","Discord Bot 代码审查修复计划 §M20-US-07","setOrderReadiness;getOrder","yes","stale_actions","不改变 API 状态机，不由 Bot 推断权限。","ACT-03","DONE","P0","BOT:m20-stale-readiness","AT-ACT-003"
"M20-US-08","USER_STORY","M20","EP-M20","候选名单双向分页与跨页选择","客户可浏览完整报名池、跨页选择陪玩并在重启后继续。","用紧凑页路由替代原始 cursor；增加上一页、下一页与 Discord 消息携带的选择上下文。","M20-US-07","bot","2-3","custom_id 全部不超过 100；前后翻页稳定；跨页已选不丢；不依赖进程 Map。","59/500 字符游标、双向分页、跨页终选、重启恢复和路由门禁通过。","Discord Bot 代码审查修复计划 §M20-US-08","listOrderSelectionApplications;finalizeOrderSelectionPool","yes","selection_pagination","不在 Bot 排名或判断陪玩资格。","ACT-04;SEL-02","DONE","P0","BOT:m20-selection-pages","AT-ACT-004;AT-SEL-004"
"M20-US-09","USER_STORY","M20","EP-M20","可信 Discord 频道副作用恢复","Bot 只删除明确退役的业务频道，订单频道副作用失败可追踪恢复。","频道清理绑定可信投影与 Guild；订单频道重命名失败不再吞掉并支持幂等恢复。","M20-US-08","bot_worker","2","相似名称、错误分类、有人或跨 Guild 频道零删除；重命名失败带 request_id 和恢复结果。","频道副作用负例、恢复、重启与 Bot 门禁通过。","Discord Bot 代码审查修复计划 §M20-US-09","none","yes","discord_side_effects","不按名称单独授权删除，不回滚已提交业务事实。","BOT-REV-01;AUD-02","DONE","P0","BOT:m20-safe-channels","AT-BOT-REV-001;AT-CHN-003;AT-TRN-003"
"M20-US-10","USER_STORY","M20","EP-M20","Discord 交互响应与命令权限收敛","用户和管理员在慢请求或失败时仍得到及时、私密且可追踪的响应。","限制公共入口命令；所有网络交互先 ACK；统一 Modal、工作台和命令错误恢复。","M20-US-09","bot","2","普通成员不能发布常驻入口；Guild-only；API 前 defer；失败回复含 request_id。","命令注册、慢 API、Modal 409/5xx/非 JSON 和 handler 行为测试通过。","Discord Bot 代码审查修复计划 §M20-US-10","none","yes","interaction_reliability","不以 Discord 权限代替 API 最终授权。","BOT-REV-03;BOT-REV-04","DONE","P0","BOT:m20-interaction-ack","AT-BOT-REV-003;AT-BOT-REV-004"
"M20-US-11","USER_STORY","M20","EP-M20","静默 mention 与现行文案层级","Discord 更新不重复通知，首次使用者看到一致的按钮层级和现行业务词汇。","Renderer 默认禁用 mention；修复双 Primary、截止旧文案和 CAT/USD 错误文案。","M20-US-10","bot","1-2","所有 renderer parse 为空；仅显式白名单可通知；一屏一个 Primary；不出现退役截止/可用性语义。","mention 注入、Components V2/Embed、文案与布局测试通过。","Discord Bot 代码审查修复计划 §M20-US-11","none","yes","discord_privacy_copy","不改变状态、金额和业务资格。","EXP-02;ACT-02","DONE","P0","BOT:m20-mentions-copy","AT-SEL-007;AT-ACT-002"
"M20-US-12","USER_STORY","M20","EP-M20","Transcript 与 Reaction 稳定事件身份","编辑记录和报名 Reaction 在重投、partial 与重启时不丢失、不重复。","partial update fetch；稳定 transcript eventId；Reaction 与启动对账使用可复现幂等键。","M20-US-11","bot","2-3","不同编辑形成不同事实；相同重投幂等；Reaction add/remove/reconcile 可重放收敛。","partial、多次编辑、Gateway 重投、重启对账和事件负例通过。","Discord Bot 代码审查修复计划 §M20-US-12","observeOrderSelectionReaction","yes","discord_events","不把随机 UUID 当业务事件身份，不直接写数据库。","DOP-02;SEL-01;AUD-02","DONE","P0","BOT:m20-event-identity","AT-DOP-002;AT-SEL-008"
"M20-US-13","USER_STORY","M20","EP-M20","Bot 运行时边界与模块债务收口","运维和开发获得可注入、可校验、长期稳定且不误导的 Bot 结构。","统一 runtime client 注入；关键 DTO 校验；Map TTL/上限；删除退役 DTO/死代码；按 feature 收敛重复 action。","M20-US-12","bot_platform","3-5","所有 client 使用同一配置与 fetch；非法 data fail-closed；内存有界；无 availability/倒计时或假权限计划。","专项、quality:bot、全仓测试、diff check、TODO 和证据全部通过。","Discord Bot 代码审查修复计划 §M20-US-13","none","yes","bot_runtime_cleanup","不修改 API/Dashboard 业务实现，不机械拆文件。","BOT-REV-02;BOT-REV-03;BOT-REV-04;BOT-REV-05","DONE","P0","BOT:m20-runtime-cleanup","AT-BOT-REV-002;AT-BOT-REV-003;AT-BOT-REV-004;AT-BOT-REV-005"
"M20-US-14","USER_STORY","M20","EP-M20","Discord 生产文案去开发测试痕迹","老板、陪玩与管理员只看到可执行的业务语言，不被开发阶段、测试环境或内部实现术语干扰。","全量审计 Bot 用户可见文案；删除 P0、测试、占位承诺、API/服务端与内部枚举暴露；保留资金风险警告和 request_id。","M20-US-13","bot_product_copy","1-2","用户可见源码不再出现阶段性或测试文案；沙盒资金警告仍明确；配置频道预览行为不变。","文案扫描、renderer/真实 handler、Bot 全量与全仓回归通过。","用户要求 2026-08-11","none","yes","production_copy_cleanup","不删除资金非真实警告，不删除 request_id，不改变配置投递、状态、权限或金额语义。","ACT-02;EXP-05;BOT-REV-05","IN_PROGRESS","P0","BOT:m20-production-copy","AT-ACT-002;AT-BOT-REV-005"
"M20-US-15","USER_STORY","M20","EP-M20","Bot 巨型文件与复杂度收口","维护者可按领域定位 Discord 适配逻辑，新增动作不再修改巨型中央函数。","拆分 service center、API adapter、配置、selection、route codec 与 handlers；建立全目录体量和复杂度门禁。","M20-US-13","bot_platform","4-6","Bot TypeScript 单文件不超过 700 行、函数不超过 150 行、决策复杂度不超过 20；兼容导出与统一 transport 保持。","结构专项、quality:bot、全仓测试、镜像与证据通过。","用户要求 2026-08-11","none","yes","bot_module_boundaries","不修改 API/Dashboard 运行时，不改变状态、权限、金额、资金、幂等或 Discord 协议。","BOT-REV-03;BOT-REV-04;BOT-REV-05","DONE","P0","BOT:m20-module-boundaries","AT-BOT-REV-003;AT-BOT-REV-004;AT-BOT-REV-005"
"EP-M21","EPIC","M21","","低负担完单评价与五星好评播报","老板可用很少点击自愿评价订单、陪玩和客服，并在明确同意后公开五星事实。","订单整体、有效陪玩与实际客服均为可选评价对象；星级立即保存、留言可选；聚合公开五星事实。","M10-US-04;M12-US-03;M20-US-03","product_api_bot_worker","12-18","评价事实按目标追加写入且可独立表达多陪玩混合评价；公开必须明确同意且只含五星安全快照。","五个 Story 逐项通过合同、API、Discord、Outbox 与外部 UAT 门禁。","主规格 §M21","getOrderExperienceReview;createOrderExperienceRating;appendOrderExperienceReviewComment;publishOrderFiveStarReview","yes","order_reviews","礼物合同与运行时不在 M21 范围内；不把评价用于自动派单、准入、收益、权限、处罚或资金。","REVIEW-01;REVIEW-02;REVIEW-03;REVIEW-04","IN_PROGRESS","P0","CONTRACT:m21-order-reviews","AT-REVIEW-001;AT-REVIEW-002;AT-REVIEW-003;AT-REVIEW-004"
"M21-US-01","USER_STORY","M21","EP-M21","冻结完单评价与五星公开合同","产品、开发和验收使用同一套低负担评价、公开同意和隐私边界。","同步主规格、OpenAPI、Prisma、交互、验收与开发门禁；保留旧客服评价迁移边界。","M10-US-04;M12-US-03;M20-US-03","product_architecture","2-3","三类可选目标、立即保存、可选留言、明确公开同意、混合评价和敏感字段禁播均有唯一合同。","镜像、CSV、OpenAPI、Prisma 与专项合同测试通过并留存证据。","主规格 §M21","getOrderExperienceReview;createOrderExperienceRating;appendOrderExperienceReviewComment;publishOrderFiveStarReview","yes","review_contract","仅冻结合同，不实现运行时；礼物合同与运行时不在 M21 范围内。","REVIEW-01;REVIEW-02;REVIEW-03;REVIEW-04","DONE","P0","CONTRACT:m21-order-reviews","AT-REVIEW-001;AT-REVIEW-002;AT-REVIEW-003;AT-REVIEW-004"
"M21-US-02","USER_STORY","M21","EP-M21","评价事实与统一业务 API","老板可为整体订单、部分或全部陪玩及实际客服分别保存不可变星级和可选留言。","新增目标派生查询、批量同星级写入、留言追加和公开快照请求；安全迁移旧客服评价。","M21-US-01","api_database","4-6","仅订单所有者在完成后 24 小时内写入；目标由 API 派生；同目标唯一；并发、伪造目标和过期请求零写入。","迁移、API 单元与集成、并发、权限、资金不变和旧数据迁移测试通过。","主规格 §M21.1-§M21.2","getOrderExperienceReview;createOrderExperienceRating;appendOrderExperienceReviewComment;publishOrderFiveStarReview","yes","review_api","不允许任意 receiver 或 staff 标识；不修改订单、资金、收益或礼物事实。","REVIEW-01;REVIEW-02","DONE","P0","API:m21-order-reviews","AT-REVIEW-001;AT-REVIEW-004"
"M21-US-03","USER_STORY","M21","EP-M21","Discord 低点击评价中心","老板在完单卡一键进入私密评价中心，最快一次点击完成整体评价。","渲染整体、陪玩和客服目标；支持多目标同星级、逐目标不同星级和可选留言；状态来自 API。","M21-US-02","bot","3-4","星级点击成功即保存；退出不丢分；低分不增加原因或其他前置步骤；分页与陈旧交互安全恢复。","组件、路由、真实 handler、重启恢复、低点击 UAT 与 Bot 回归通过。","主规格 §M21.3","getOrderExperienceReview;createOrderExperienceRating;appendOrderExperienceReviewComment","yes","review_discord","不在 Bot 内保存最终评价规则或进程内会话事实。","REVIEW-02;REVIEW-03","DONE","P0","BOT:m21-order-reviews","AT-REVIEW-002;AT-REVIEW-004"
"M21-US-04","USER_STORY","M21","EP-M21","明确同意的五星好评聚合播报","老板确认公开后，好评频道只收到本单五星对象的一张安全展示卡。","创建不可变公开快照并由 Outbox 幂等投递；混合评价只展示五星对象。","M21-US-02;M21-US-03","api_worker_bot","2-3","无明确同意零公开；不公开一至四星、留言、未评价或非五星对象、客户身份、金额和内部字段；重试不重复。","隐私负例、Outbox 重试、缺失消息恢复、跨 Guild 与真实 Discord UAT 通过。","主规格 §M21.4","publishOrderFiveStarReview","yes","review_broadcast","不因评价自动改变派单、准入、收益、权限、处罚或资金。","REVIEW-04","DONE","P0","WORKER:m21-five-star-publication","AT-REVIEW-003;AT-REVIEW-004"
"M21-US-05","USER_STORY","M21","EP-M21","完单评价发布门禁与外部 UAT","运营可验证多陪玩混合评价在真实 Discord 中足够简短且不会泄露差评事实。","执行全链路、隐私、移动端点击、并发与恢复 UAT，复核证据和回滚方案。","M21-US-04","qa_release","1-2","一位老板可只评部分陪玩、给不同分并选择不留言；只有明确同意的五星快照公开。","自动门禁、真实 Bot UAT、外部验收、TODO 与发布证据全部完成。","主规格 §M21","none","yes","review_release","不以内部演示替代外部 Discord 验收。","REVIEW-01;REVIEW-02;REVIEW-03;REVIEW-04","IN_PROGRESS","P0","UAT:m21-order-reviews","AT-REVIEW-001;AT-REVIEW-002;AT-REVIEW-003;AT-REVIEW-004"
"EP-M22","EPIC","M22","","独立送礼入口、匿名模式与客服辅助","老板无需订单即可从专用频道随时给同 Guild 有效陪玩送礼，并可选择匿名展示。","保留订单内送礼；新增常驻入口、可信陪玩目录、独立礼物请求、匿名播报、客服辅助、隔离数据库自动化和发布门禁。","M6-US-05;M20-US-03;M21-US-04","product_api_bot_worker_qa","17-25 (aggregate; do not sum with children)","独立送礼只接受 API 派生接收人；余额不足零写入；匿名不泄露老板身份但内部事实完整；订单入口兼容。","六个 Story 按合同、迁移/API、Discord、客服辅助、非 UI 自动化和真实 Guild UAT 逐项通过。","主规格 §M22","getStandaloneGiftCenter;checkStandaloneGiftAffordability;createStandaloneGiftRequest","yes","standalone_gifts","不绕过现有预留、人工核对、金额审批、捕获、退款、返佣或 Outbox 语义；自动化不代替真实 Discord UAT。","GIFT2-01;GIFT2-02;GIFT2-03;GIFT2-04;GIFT2-05","IN_PROGRESS","P0","CONTRACT:m22-standalone-gifts;PLAN:m22-gift-non-ui-automation","AT-GIFT2-001;AT-GIFT2-002;AT-GIFT2-003;AT-GIFT2-004;AT-GIFT2-005"
"M22-US-01","USER_STORY","M22","EP-M22","冻结独立送礼与匿名合同","产品、开发和 QA 使用同一套双来源、可信接收人、余额续接与匿名边界。","同步主规格、Backlog、API/Data planned contract、Bot 配置、交互、验收和开发护栏；冻结客服代办的未决资金授权边界。","M6-US-05;M20-US-03","product_architecture","2-3","订单内送礼继续保留；独立请求只选一位同 Guild ACTIVE 陪玩；匿名仅改变对外 sender 展示；余额不足零写入。","专项合同 RED/GREEN、镜像、CSV、Prisma 和 OpenAPI planned contract 一致并留存证据。","主规格 §M22","getStandaloneGiftCenter;checkStandaloneGiftAffordability;createStandaloneGiftRequest","yes","gift_contract","仅冻结合同，不声明运行时完成；客服不得在授权未冻结前代老板预留余额。","GIFT2-01;GIFT2-02;GIFT2-03;GIFT2-04","DONE","P0","CONTRACT:m22-standalone-gifts","AT-GIFT2-001;AT-GIFT2-002;AT-GIFT2-003;AT-GIFT2-004"
"M22-US-02","USER_STORY","M22","EP-M22","独立礼物事实、迁移与统一 API","老板可读取同 Guild 有效陪玩和礼物，检查余额并原子创建不依赖订单的礼物请求。","迁移 GiftRequest Guild/来源/匿名字段；实现中心、affordability 和创建 API；扩展客服任务、后台查询、捕获与播报读取。","M22-US-01","api_database","4-6","不接受 receiverId；最终事务重校验 Guild、PlayerProfile ACTIVE、目录版本、价格和余额；余额不足、伪造或并发超支零写入。","迁移、API、真实 PostgreSQL 并发、兼容订单礼物、资金和匿名投影测试通过。","主规格 §M22.1-§M22.3","getStandaloneGiftCenter;checkStandaloneGiftAffordability;createStandaloneGiftRequest","yes","gift_api","不改变订单礼物批量 participantIds 接口，不绕过人工核对或审批。","GIFT2-01;GIFT2-02;GIFT2-03","DONE","P0","API:m22-standalone-gifts","AT-GIFT2-001;AT-GIFT2-002;AT-GIFT2-003"
